,user,tweet
45,0,['RT @ericbolling: Great choice @realDonaldTrump choosing @StephGrisham45 as your @PressSec !! \n\nhttps://t.co/jpv8z421TQ']
46,0,"['RT @IvankaTrump: Great keynoting the Senate’s weekly policy lunch and discussing workforce development policy, Higher Ed Act reauthorizatio…']"
47,0,['RT @EricTrump: I hope everyone reads and watches this video to see the corruption of big tech. \u2066@Google\u2069 should be absolutely ashamed. \n\nUn…']
48,0,"['RT @mike_pence: America needs 4 more years of prosperity, 4 more years of security, and 4 MORE YEARS of President @realDonaldTrump! #KeepAm…']"
49,0,"['RT @PressSec: .@StephGrisham45 will be an incredible asset to the President and the country. I’m sad to leave the WH, but so happy our team…']"
50,0,"['RT @realDonaldTrump: Staff Sgt. David Bellavia - today, we honor your extraordinary courage, we salute your selfless service, and we thank…']"
51,0,"['RT @mike_pence: Latino Americans know that it was freedom, not socialism, that gave us the most prosperous and powerful nation in the histo…']"
52,0,['RT @MariaBartiromo: Tomorrow exclusive join us as \u2066@POTUS\u2069 \u2066@realDonaldTrump\u2069 joins me #LIVE \u2066@MorningsMaria\u2069 \u2066\u2066@FoxBusiness\u2069 8am et https:…']
53,0,"['Wow, @FoxNews did great in the ratings. CNN is dead as a door nail\n(no credibility), and MSNBC is dying fast. @foxandfriends and @MariaBartiromo are doing great! https://t.co/0sFBVmjR7f']"
54,0,['RT @JudicialWatch: A Judicial Watch lawsuit forced the state of California to begin removing more than 1.5 million potentially invalid name…']
55,0,"['RT @JudicialWatch: Hillary Clinton is not above the law, yet she has a record of contempt for the rule of law. Our leaders are bound by the…']"
56,1,['RT @TeamJoe: .@DrBiden is heading to Iowa to listen to voters and talk about Joe’s vision for the future. RSVP to join in Ames: https://t.c…']
57,1,"['Today marks 50 years since the Stonewall uprising, where those brave individuals took a stand on Christopher St and changed our world forever. We must continue our fight for full LGBTQ equality until everyone is treated with the dignity and respect they deserve. #Stonewall50 https://t.co/9X8zf8xWBN']"
58,1,"['I’ve fought my heart out to ensure that civil rights, voting rights, and equal rights are enforced everywhere. These rights are not up to the states to decide. They are embedded in our Constitution. And the federal government has a duty to protect the civil rights of all people. https://t.co/2vMqzRrg89']"
59,1,['RT @RevJJackson: .@JoeBiden has arrived. The former US Vice-President is the special GUEST SPEAKER during the #RPCCONV2019 Labor Luncheon @…']
60,1,"[""At last night’s first Democratic debate, I laid out why I’m running for president and my bold vision for the future. A vision built on uniting our country, because there's not a single thing the American people can’t do — together. #DemDebate https://t.co/jzfVUZ5T2x""]"
61,1,"['I just got off the debate stage, where I laid out my vision for the country. We’ll work together to get it done, because there’s not a single thing we can’t do – together. If you agreed with what you heard tonight, join our team and let’s get to work: https://t.co/2LMjeCxvEs']"
62,1,['That’s a wrap! Thanks for following along with us for night two of the Democratic debate. Make sure to follow @TeamJoe to stay up-to-date on everything happening on the campaign.\n#DemDebate #TeamJoe']
63,1,"['""There\'s not a single thing the American people can\'t do."" \n#DemDebate #TeamJoe https://t.co/Z1VEIM7tbt']"
64,1,['We know NATO will fall apart if Donald Trump is elected for four more years. It’s the single most consequential alliance in the history of the United States.\n#DemDebate https://t.co/SL2Mq9k161']
65,1,"[""Retweet if you're proud to be on #TeamJoe! #DemDebate https://t.co/Z2FKYRE9PX""]"
66,1,"['The Biden administration will make the largest ever investment in clean energy research and innovation to develop zero-carbon technologies, so America is the engine of the world’s clean energy economy. #DemDebate https://t.co/1yIcGiOzdH']"
67,1,"['The members of the NRA are not our opponents — the vast majority of them support common-sense reforms, including universal background checks. The gun manufacturers who bankroll the NRA are our opponent. \n\nAs president, Biden will defeat them.\n#DemDebate']"
68,1,"['The Iraq war was a strategic mistake that cost the U.S. dearly. As President, @JoeBiden will use military power responsibly, and never commit our forces to a conflict without fully preparing for the consequences. #DemDebate']"
69,1,"['Joe Biden shepherded through the Brady Background bill in 1993 and bans on assault weapons and high capacity magazines in 1994.\n\nAs president, Joe will defeat the @NRA again.\n#DemDebate https://t.co/ZZezO80xZM']"
70,1,['Climate change is a global challenge that requires decisive action from every country around the world. Joe Biden will lead an effort to get every major country to ramp up the ambition of their domestic climate targets. #DemDebate https://t.co/92IcLm6Csa']
71,1,"['As President, Joe Biden will export our clean-energy technology across the globe and create high-quality, middle-class jobs here at home. #DemDebate https://t.co/8iEZoMaEAT']"
72,1,"['Joe Biden played a key role in securing the extension of the Voting Rights Act—and has advocated for its renewal, and for stronger voter access protections, over the course of his career. #DemDebate https://t.co/UHs5xgUGCe']"
73,1,"['“We would reunite those families, period.” #DemDebate https://t.co/V0iwd43qv8']"
74,1,['Our immigration system must be fixed without tossing our morals aside. This all starts by protecting DREAMers and recognizing the value of immigrants.\n#DemDebate https://t.co/JoRqb150gU']
75,1,"['As Vice President, Joe Biden worked with the leaders of the Northern Triangle (Guatemala, El Salvador, and Honduras) to institute reforms tackling corruption, violence, and economic inequality in their countries, reducing migration to the U.S. \n#DemDebate']"
76,1,"['""Health care is personal to me... there are people right now who are facing what I faced, without any of the help I had. We must move now."" #DemDebate https://t.co/SrUZerMhNO']"
77,1,"['Now, we need to finish the job and make health care a right for all, not a privilege for the few. \n#DemDebate https://t.co/tSFitwiaNm']"
78,1,"['As VP, Joe Biden stood shoulder to shoulder with President Obama to pass the Affordable Care Act, which:\n\n✅ Expanded coverage to 20 million add’l Americans\n✅ Protected Americans with pre-existing conditions\n✅ Expanded Medicaid to millions without access to health insurance https://t.co/0CNjpSZPom']"
79,1,['https://t.co/H3a61KTPQM']
80,1,"[""We've got to do better for our educators and our students. In a Biden Administration, we will:\n\n✅ Give our educators the pay and dignity they deserve\n✅ Provide universal Pre-K for all\n✅ Double the number of mental health professionals in schools\n\nhttps://t.co/d1o4WnDczV""]"
81,1,['This country wasn’t built by Wall Street bankers and CEOs and hedge fund managers. \n\nIt was built by you. \n\nBy ordinary people doing extraordinary things. That’s the history of the journey of America.\n#DemDebate']
82,1,"['Hey everyone — @TeamJoe here! We’re taking over @JoeBiden’s account while he’s on stage for tonight’s Democratic debate. Throughout the evening, we’ll be giving you the facts on Joe and his record. #DemDebate']"
83,1,['RT @TeamJoe: #LetsGo  #TeamJoe #DemDebate https://t.co/qKC1fPiD2I']
84,1,"[""I’m about to take the debate stage. The large, diverse Democratic field is evidence of our party's strength. And above all, we all agree that we need to make Donald Trump a one-term president. #DemDebate""]"
85,1,"['We have to choose hope over fear, truth over lies, and unity over division. I hope you’ll tune in tonight as we discuss these important issues and more. If you like what you hear, I ask you to join us by signing up at https://t.co/FiM7U862fT. Let’s get to work.']"
86,1,['We can do all this and more – all that stands in the way is a broken political system. We have to unite this country. And we can do it without compromising our principles. That’s the only way we’re going to be able to harness the incredible potential of the American people.']
87,1,"['Climate change is an existential threat. We have to take urgent, drastic action now to address the climate emergency. On day one, I’ll take the bold action necessary to tackle this crisis head-on and rally the world to raise our ambitions. https://t.co/Tg2yqpL8DO']"
88,1,"['We have to transform education. We’ll provide universal Pre-K, triple Title I funding, raise teacher pay, double the number of mental health professionals in our schools, and eliminate disparities between rich and poor schools. https://t.co/6oqEuc5N8Q']"
89,1,"['Under my plan, everyone will have the option to buy into a public health plan like Medicare. And we’ll guarantee that the poor – who otherwise would be covered by the Medicaid expansion – are automatically covered, free of charge.']"
90,1,['We need to defend and build on the Affordable Care Act. I was proud every day to serve alongside President Obama as Vice President – but never more so than the day the Affordable Care Act passed. Now we have to finish the job.']
91,1,"['It’s time to reward work, not just wealth. On day one, I’ll move to: eliminate the Trump tax cut for the super-wealthy, cut the unjustified loopholes in our tax code, and use that money to invest in America’s future.']"
92,1,['The poor are getting poorer and the bottom is falling out of the middle class. Income inequality is on the rise — made worse by the Trump tax cut that was a giant give-away to the super-wealthy.']
93,1,"['We have to rebuild the backbone of this nation – the middle class. And this time make sure everyone comes along, regardless of race, gender, sexual orientation, religion, or disability.']"
94,1,"['Every day we are being reminded what this election is about. Who we are. What we stand for. What we believe. I am running to offer our country a different path – not back to a past that never was, but to a future that fulfills our true potential as a country.']"
95,1,['We know in our bones this election is different. We have a president who promotes hate and division. Encourages white supremacists. Embraces dictators. And damages our alliances internationally.\n\nOur politics traffics in division. And our president is the divider in chief.']
96,1,"['In an hour, I’ll take the stage for the first Democratic debate to discuss my vision for the country. As I’ve said from day one, I’m running for president for three reasons: to restore the soul of this nation, rebuild its backbone — the middle class, and unify all Americans.']"
97,1,"[""From day one, we've refused to take money from any corporate PACs or lobbyists. Today, I’m building on that base by signing @NoFossilMoney’s pledge to reject support from the PACs, lobbyists, or executives of fossil fuel companies.\n\nI work for you — not any industry. https://t.co/f8HxB89F9V""]"
98,1,"['In America, every worker deserves fair treatment, safe workplaces, and the right to join a union. Period. I’m proud to stand in solidarity with airport workers across the country as they strike for their right to organize. #RespectUSworkers']"
99,1,"['Today’s decision from the court hopefully means there will not be a question on the 2020 Census, but we have much more work to do to ensure all voices are heard in our democracy.']"
100,1,"['Make no mistake, the Trump Administration added a citizenship question to the Census to deliberately cut out the voices of immigrants and communities of color. It’s wrong and goes against our core values as a nation.']"
101,1,['Today the Supreme Court refused to stop politicians rigging our democracy by writing election rules for their own benefit. It couldn’t have happened without Justices put there by Donald Trump and Republicans — another reason why Democrats must take back the White House in 2020.']
102,1,"[""RT @TeamJoe: Joe's climate plan will create more than 10 million new, good-paying jobs all across the clean economy. We’ll start exporting…""]"
103,1,['RT @TeamJoe: Let’s be clear: We shouldn’t tear the Affordable Care Act down. We should build on it.\n\nThe Biden Administration will give eve…']
104,1,['RT @TeamJoe: It’s officially debate night! We’ll be posting throughout the evening to give you the facts on @JoeBiden and his record. Make…']
105,1,['RT @TeamJoe: Tomorrow is the big night: @JoeBiden takes the stage for the first Democratic debate! #TeamJoe is gathering at watch parties a…']
106,1,"['I was proud to sign @IndivisibleTeam’s pledge. Our large and diverse set of qualified Democratic candidates is evidence of our strength as a party, and I am committed to supporting whomever becomes the nominee. The most important thing is to beat Donald Trump. Period. https://t.co/KiBiOOZpDm']"
107,1,['RT @TeamJoe: We’re bringing together #TeamJoe in Miami to cheer on @JoeBiden outside of the first Democratic debate! RSVP to join us: https…']
108,1,"['All marriages, at their root, are about love. And four years ago, the Supreme Court affirmed that simple proposition in Obergefell v. Hodges. Thank you to the generations of LGBTQ trailblazers who refused to bend before the voices of intolerance. Your courage changed the world.']"
109,1,"[""This image is gut-wrenching. The cruelty we're seeing at our border is unconscionable. History will judge how we respond to the Trump Administration’s treatment of immigrant families &amp; children—we can’t be silent. This isn't who we are. This is not America.https://t.co/ZeMBmwUHxU""]"
110,1,"[""One year ago, the Supreme Court upheld Trump's Muslim ban—one of this administration's most egregious attacks on our core values. Wielding the politics of fear and intolerance by slandering entire religious communities as complicit in terrorism is wrong, and it’s not who we are.""]"
111,1,"['DREAMers are Americans, and Congress needs to make it official. The millions of DREAMers and undocumented individuals in the United States can only be brought out of the shadows through fair treatment, not ugly threats.']"
112,2,['Just assembled an Ikea bed frame without even once looking at the directions! https://t.co/mkToke8JZc']
113,2,['Whoever smelt it extracted a purer form of metal from its ore through a process involving heating and melting. Whether or not they dealt it depends on the market.']
114,2,['I’m headed out now to the record store to buy #TheRaconteurs’ new album. Then I’m going to the pharmacy for a chocolate malt. I live in a small town in 1948.']
115,2,['Thank you to @thesamrichardson and his family for their incredible hospitality. I can’t remember the last time I laughed so hard or ate so much. #ConanGhana https://t.co/XFTEjUIuw7']
116,2,['Worked the string dance into a music video with Ghanaian superstar @kuamieugene. My life is complete. #ConanGhana https://t.co/DApunMDfkC']
117,2,"['.@billyeichner plans to use his ""Lion King money"" to destroy everyone who ever got in his way, and I respect that. https://t.co/pfOk236hQr https://t.co/vHoAyHQf1y']"
118,2,['Met Ghana’s young sensation @djswitchghana. She said this outfit was cool so I’m having ten more made. #conanghana https://t.co/tkvWM1CnIu']
119,2,"['I commissioned a local artist, Jasper, to paint a poster for my show. I think he nailed it. #ConanGhana https://t.co/D12MV0QnrR']"
120,2,['Hanging with my new friends in Ghana. #ConanGhana https://t.co/FSWLlJ1MQO']
121,2,['Hanging with the coolest man in Ghana. This guy really makes me laugh. #ConanGhana https://t.co/Co9fc2Bgvy']
122,2,"['If you can find me in this photo, you win nothing. #ConanGhana https://t.co/QMuhvyALMe']"
123,2,['You haven’t heard The Beatles’ “Let It Be” until you’ve heard me play it on an African drum. #ConanGhana https://t.co/1UcB9h6I5O']
124,2,['#ConanGhana https://t.co/NZ9yQfLbKY']
125,2,"['RT @ConanOBrien: @rickygervais Damn. You win this round, Gervais.']"
126,2,"['@rickygervais Damn. You win this round, Gervais.']"
127,2,['Learning some moves on the beach in Africa. #ConanGhana https://t.co/TtxGLDgRyc']
128,2,['.@thesamrichardson took us to Osu Castle where we learned about its important role in the #yearofreturn. #conanghana https://t.co/rP3a7Fxrfu']
129,2,['It was a great honor for Sam and I to meet the Asantehemaa - the Queen Mother of the Ashanti people. #ConanGhana https://t.co/Dk7p4wjhdt']
130,2,['Here’s a life hack on how to make people happy in Ghana. #ConanGhana https://t.co/tWNlS0w38T']
131,2,['Ran into this very impressive group of Americans who are in Ghana to observe the Year of Return. #ConanGhana https://t.co/qy9TNGITc9']
132,2,['Hoping to be the new face of tourism in Ghana. No calls yet. #ConanGhana https://t.co/POzEYPyOBr']
133,2,['.@SamRichardson and I were each presented with our own traditional Kente cloth. I’m never taking mine off. #conanghana https://t.co/mcsyEeEHHU']
134,2,['Very sorry to hear that one of my greatest teachers has passed.  Professor Alan Brinkley helped fuel my passion for history and he was a kind and really sweet man.  My thoughts today are with his family and all of his grateful students. https://t.co/oBjeK5ZYz0']
135,2,['Went music shopping today and found myself faced with the hardest decision I’ve had to make in Ghana. #ConanGhana https://t.co/nSiT1rUyTy']
136,2,['Taken when I still had all my fingers. #ConanGhana https://t.co/7cjDQzzxly']
137,2,"[""I had the great luck of meeting a new Ghanian friend. His name is William and he's a gastroenterologist. My appointment is tomorrow at 8am. #ConanGhana https://t.co/WGKhYKBnrs""]"
138,2,['Osee ye Ghana! #ConanGhana https://t.co/fD8y495Lw0']
139,2,"['When you’re in Ghana, make Papaye’s your first stop. #notapaidendorsement. #ConanGhana https://t.co/SfIezBvprO']"
140,2,"['Just learned the language etiquette and dance of Ghana from my new friend @kalybos_1. As usual, it went very badly. #ConanGhana https://t.co/IECVQ1K054']"
141,2,"[""It's hard to tell from this photo, but the dance we are doing is spectacular. #ConanGhana https://t.co/w4WAoICjd3""]"
142,2,"[""Picked up a few things at Makola Market. I'm bringing home a little piece of Ghana for my 13-year-old son. #ConanGhana https://t.co/5JLM3Y9Djj""]"
143,2,"['.@SamRichardson &amp; I went on @Emprezzmcbrown’s cooking show #McBrownsKitchen and made traditional Ghanaian joloff rice. We brought the heat, she added the spice. #ConanGhana https://t.co/GsRQ8Kg8zj']"
144,2,['#ConanGhana. Day 1. https://t.co/KXdszILCP1']
145,2,"['In London, on our way to Ghana and hanging out in the British Airways children’s lounge. We were quickly asked to leave. #ConanGhana https://t.co/OMEpsEq9tz']"
146,2,"[""I happily flew to New York City to experience @Lin_Manuel's remarkable brain. https://t.co/pfOk236hQr https://t.co/1YBogaBpp2""]"
147,2,['Happy Fathers Day to anyone wearing shorts with a belt.']
148,2,['Breaking: This year’s Nobel Peace Prize will go to the leader who killed the least people.']
149,2,"['For the record--if the Russian government ever contacts me about anything, or if I see a spider, I call the FBI.']"
150,2,['I’m going to Ghana to shoot our next “Conan Without Borders” special and I’m bringing @SamRichardson with me. https://t.co/de58XT8ZFd #ConanGhana']
151,2,['I DVR’d the US Women’s soccer game against Thailand. No spoilers!']
152,2,['I heard the Grim Reaper is now on anti-depressants.']
153,2,"['.@billyeichner joined me for a high-stakes game of ""Crash Team Racing Nitro-Fueled."" https://t.co/0wlWHM8El2 #CluelessGamer']"
154,2,['I’ve been having a hard time convincing my wife that I’m not a robocall.']
155,2,"[""I'm very excited today to welcome on my podcast one of the twelve funniest Canadians alive. https://t.co/pfOk236hQr https://t.co/A0czvpWd4H""]"
156,2,"['Good news, I just got my Fast Pass for Mount Everest.']"
157,2,"[""Look, there are enough NBA free agency rumors swirling already, but let me just say this - Clippers? I'm available. https://t.co/qfQIyx98nH""]"
158,2,"['If opinions are like assholes, I need to start bleaching my opinions.']"
159,2,['I #WearOrange for National Gun Violence Awareness Day. https://t.co/l1Mqum4c3a']
160,2,"[""People will get used to the new Apple Mac Pro which looks like a cheese grater. I'm sending this from a Dell that looks like a garlic press.""]"
161,2,"['Should I get the new Macbook Pro, Macbook Air, iPad Pro, or just see how my kids are doing?']"
162,2,"[""Last night's Jeopardy was the most watched episode in 14 years. I have to say, it was very cathartic to finally watch a white man lose to an overqualified woman.""]"
163,2,['Win or lose at least the Toronto Raptors know they have healthcare.']
164,2,"['The brilliant @Hannahgadsby stopped by my podcast to talk about her groundbreaking special ""Nanette,"" the pitfalls of self-deprecation, and what\'s next for her. https://t.co/MhtsEaJS9S https://t.co/CmHOciKhTB']"
165,2,['Shark Tank idea: a microwave that will self-destruct if someone tries to use it to cook fish.']
166,2,"['If you’re a candidate trying to beat Trump in 2020, take away his greatest weapon by changing your name to “Lil Lyin Crookednuts.”']"
167,2,['Just programmed my Alexa to order a pizza if I shout incoherently for more than 10 seconds']
168,3,['AAAAAHHHHHHHHHHHHH YOU DID IT!!!!! @USWNT #USA #OneNationOneTeam https://t.co/AvKnUatpYq']
169,3,['This montage is definitely in the splash zone. @ellentube https://t.co/WjLPCL1vaA']
170,3,"['.@BlakeShelton and Sandra Bullock played ""5 Second Rule"" with me, and I loved every second of it. https://t.co/4NviunCofO']"
171,3,['Here’s a sneak peek at one of the funniest things happening this summer. #BringTheFunny https://t.co/kNT1bb7b3f']
172,3,"['#USA is still in the Women’s World Cup, and they play France today! I’m rooting for you, ladies. Remember, do not use your hands! @USWNT #FIFAWWC #FRAUSA  #OneNationOneTeam']"
173,3,"['.@Pink, this song is still my jam. https://t.co/G292JKX6Mp']"
174,3,['@Lavernecox @ashleygraham ❤️']
175,3,['Wanna hear my Executive Producers’ favorite moments of the first season of our podcast? It’s right here! #EllenOnTheGo @EdGlavin @MaryConnelly @AndyLassner @kevinlemanII https://t.co/TZxLrpfSU2']
176,3,"['It’s a good thing I don’t have a segment called “Ellen Rate My Baby and Dog,” because this would win. https://t.co/Jb7VgwYSdn']"
177,3,"['When @KenanThompson was here for the first time, I had to get his first impression of a few celebrities. https://t.co/u0ojfmEozL']"
178,3,"['I was moved by Rickey’s story on our show #Fearless. I’m so glad @AshleyGraham caught up with him after the surgery. Sending you love, Rickey. Happy #Pride! @Lavernecox\n\nCatch up with Rickey on @ellentube: https://t.co/e1ndd4kFph https://t.co/9es29ZkKmq']"
179,3,"['Happy birthday, @khloekardashian. If you’re wondering if you’re gonna have an incredible year, it’s True.']"
180,3,['.@DavidSpade ran into Nelly at an ironic moment. https://t.co/SzVnp33ze7']
181,3,['My ride to set. #GameofGames https://t.co/ccPkd2E4RY']
182,3,['Happy birthday to Aubrey Plaza. I’m celebrating on my stage in the Aubrey Plaza right now. @evilhag https://t.co/uMBr5FQAh2']
183,3,"['If you don’t know what “ironic” means, hopefully these ironic things I found on the internet will explain it. https://t.co/1wSflEdBYZ']"
184,3,['5 seconds is more than enough time for @MayaRudolph to make me laugh. https://t.co/RFfzPyJmIv']
185,3,"['Happy birthday, @ArianaGrande! If you can’t blow out your candles on the first try, just keep breathin and breathin and breathin and breathin.']"
186,3,"['I’m always happy to stand beside Scarlett Johansson, @BrieLarson and @harto. https://t.co/KmyouleOeR']"
187,3,"['Happy birthday to a man who makes every day a birthday party, @SeanHayes. ❤']"
188,3,"['@rickygervais I can’t think of a better way to discourage people from buying ellen underwear. Happy birthday, Ricky.']"
189,3,['.@ArianaGrande premiering her song on my show was one of the best moments of the season. #thankunext\n\nWatch the full performance on @ellentube: https://t.co/zw3eODpooe https://t.co/1oGAP9qnG7']
190,3,"['.@AlabamaHannah is on #TheBachelorette Recap Show playing ""Never Have I Ever."" https://t.co/8xnEUSlMWL']"
191,3,['My new favorite pool floatie. https://t.co/GEYQWfdBk5']
192,3,['This hilarious clip of audience dancing has been haunted by Annabelle. Watch out. #ThanksSponsor #AnnabelleComesHome https://t.co/eJswXOfvaQ']
193,3,['Hi from the set of #GameofGames! My Executive Producers are talking about how things are going and their favorite moments from Season 16 of my show in this episode of #EllenontheGo. @EdGlavin @MaryConnelly @AndyLassner @kevinlemanII https://t.co/7fwUlkcMjO']
194,3,"['Brittany and @DrewBrees went to Africa on a humanitarian mission, and they got to see the gorillas! I couldn’t love these two more. #WeNeedGorillas @TheEllenFund https://t.co/qDvfTsDMUh']"
195,3,['.@BillieEilish had zero idea what was hiding in that box next to her. https://t.co/F41cD9B8C3']
196,3,"['After this, Costco told me that I wouldn’t “Becoming” back to this store. @MichelleObama https://t.co/FCJPU1L3iZ']"
197,3,['This one’s a wiener. https://t.co/CQw6LQSKih']
198,3,['.@LadyGaga and I went off the deep end in this round of #BurningQuestions. https://t.co/7wEOWnwuUV']
199,3,['This family’s story will touch your heart. What @iamjeanniek did for them will overflow it. @ellentube #FirstEver #ThanksSponsor https://t.co/KathmebdQD']
